STUDENT ID,Student_Age,Sex,Graduated High-School Type,Scholarship Type,Additional Work,Sports Activity,Transportation,Weekly Study Hours,Attendance,Reading,Notes,Listening in Class,Project Work,Grade
S00315,19,Male,Private,Athletic,No,No,Walk,24,97.43,35,41,99,Yes,42
S00316,24,Female,Specialized,Athletic,No,No,Other,8,56.84,53,92,92,Yes,85
S00317,19,Male,Specialized,Athletic,No,Yes,Walk,32,99.98,8,84,82,Yes,34
S00318,17,Female,Private,Need-based,No,No,Car,16,93.62,41,25,20,Yes,5
S00319,23,Male,Specialized,Merit-based,No,Yes,Bus,11,72.08,95,60,75,Yes,55
S00320,22,Female,Public,None,No,No,Bike,8,57.87,81,19,86,No,86
S00321,24,Female,Public,Merit-based,Yes,Yes,Walk,4,72.69,23,92,46,Yes,22
S00322,21,Male,Public,Athletic,No,Yes,Bike,25,88.93,39,78,27,No,29
S00323,20,Male,Private,None,No,Yes,Bus,18,80.12,81,86,62,No,41
S00324,18,Male,Public,Athletic,No,No,Car,34,63.98,7,78,63,No,19
S00325,22,Male,Public,Athletic,Yes,Yes,Walk,1,70.34,53,50,54,No,10
S00326,22,Male,Private,Athletic,No,Yes,Bike,6,97.71,10,73,11,Yes,87
S00327,19,Female,Public,Merit-based,No,Yes,Walk,8,90.19,98,1,1,No,56
S00328,23,Male,Public,Merit-based,Yes,Yes,Walk,21,56.2,87,29,58,Yes,81
S00329,24,Male,Specialized,Athletic,Yes,No,Bike,32,77.27,76,90,29,No,26
S00330,24,Male,Private,Athletic,No,No,Car,15,96.55,94,16,11,Yes,52
S00331,17,Male,Public,None,Yes,No,Walk,23,51.72,55,66,38,Yes,6
S00332,17,Male,Public,Athletic,Yes,No,Car,7,52.13,93,71,17,No,47
S00333,20,Female,Public,Athletic,Yes,Yes,Car,29,85.84,28,42,23,No,84
S00334,19,Male,Public,Athletic,Yes,No,Bus,25,78.78,41,48,11,Yes,78
S00335,22,Male,Specialized,Athletic,Yes,Yes,Bike,34,52.3,5,3,81,No,71
S00336,24,Male,Specialized,Merit-based,No,No,Bus,16,99.8,2,87,5,No,91
S00337,21,Female,Specialized,Athletic,Yes,Yes,Other,37,79.0,91,28,7,Yes,84
S00338,19,Female,Specialized,Need-based,No,Yes,Bus,9,74.6,73,71,56,No,71
S00339,20,Male,Private,Athletic,No,Yes,Walk,16,72.38,97,33,48,No,91
S00340,20,Male,Public,Merit-based,No,Yes,Walk,6,85.03,64,8,14,No,97
S00341,19,Female,Specialized,Need-based,Yes,No,Walk,1,72.92,11,57,6,Yes,78
S00342,20,Female,Public,Need-based,No,No,Other,10,82.95,35,80,92,No,36
S00343,19,Female,Private,Athletic,Yes,Yes,Car,2,74.42,55,73,57,No,90
S00344,18,Male,Public,Athletic,No,Yes,Walk,19,80.54,51,23,52,No,40
S00345,19,Male,Public,Merit-based,No,No,Bus,12,90.26,31,55,24,Yes,25
S00346,23,Female,Specialized,Need-based,No,No,Car,22,90.86,55,85,76,No,75
S00347,19,Male,Specialized,Need-based,Yes,No,Bus,16,92.45,10,80,60,Yes,62
S00348,20,Female,Private,Merit-based,No,Yes,Bus,28,60.15,0,94,95,No,97
S00349,24,Female,Public,Athletic,Yes,Yes,Walk,38,53.06,5,60,11,No,94
S00350,23,Female,Specialized,None,Yes,Yes,Bus,31,91.81,90,72,24,Yes,2
S00351,20,Male,Specialized,None,Yes,Yes,Other,34,52.11,78,78,18,Yes,89
S00352,17,Female,Specialized,Need-based,No,No,Car,34,60.67,73,62,41,No,56
S00353,17,Female,Private,Need-based,No,Yes,Walk,33,76.31,23,41,79,Yes,53
S00354,24,Male,Public,Athletic,No,No,Walk,20,92.77,71,93,11,Yes,69
S00355,24,Female,Specialized,None,No,Yes,Bus,15,94.84,80,16,59,Yes,57
S00356,23,Male,Public,Need-based,Yes,No,Bus,22,81.4,23,70,98,No,19
S00357,18,Female,Private,Athletic,No,Yes,Bike,10,98.34,76,89,35,Yes,50
S00358,24,Male,Public,None,Yes,No,Bike,13,86.5,8,65,23,No,39
S00359,17,Female,Specialized,Merit-based,Yes,No,Walk,2,76.39,58,47,32,No,16
S00360,19,Female,Public,Need-based,No,Yes,Walk,6,56.72,69,92,35,No,40
S00361,20,Female,Public,Merit-based,No,No,Bus,39,71.44,92,69,3,No,64
S00362,17,Female,Private,None,Yes,No,Other,10,91.12,22,32,98,Yes,12
S00363,17,Female,Private,Athletic,Yes,No,Other,32,64.18,85,37,49,No,81
S00364,18,Male,Public,Athletic,No,Yes,Bus,18,78.91,84,0,55,No,63
S00365,23,Male,Public,None,No,Yes,Bike,22,99.17,16,54,7,No,84
S00366,23,Female,Public,Merit-based,No,Yes,Bike,22,58.72,97,54,60,Yes,51
S00367,22,Female,Private,Athletic,Yes,Yes,Other,28,55.07,89,9,7,Yes,11
S00368,18,Female,Private,Need-based,Yes,No,Walk,5,89.78,24,54,6,Yes,63
S00369,19,Male,Public,Merit-based,No,No,Bus,38,51.25,37,94,24,No,43
S00370,23,Male,Private,Merit-based,Yes,Yes,Walk,4,82.16,2,23,47,Yes,11
S00371,20,Female,Specialized,Need-based,Yes,No,Bike,31,66.79,66,71,34,Yes,25
S00372,24,Male,Private,None,Yes,Yes,Other,39,86.19,13,27,78,No,41
S00373,18,Female,Private,Athletic,Yes,Yes,Walk,25,56.01,9,91,17,Yes,27
S00374,24,Female,Private,Merit-based,No,No,Bike,13,66.5,65,50,10,Yes,43
S00375,17,Female,Specialized,Athletic,Yes,Yes,Bike,17,50.85,70,45,93,Yes,88
S00376,20,Male,Specialized,Athletic,No,No,Bike,20,61.75,13,71,28,Yes,84
S00377,20,Female,Specialized,Merit-based,No,Yes,Walk,24,74.16,80,28,86,Yes,47
S00378,17,Female,Public,None,Yes,Yes,Car,19,58.88,9,18,97,Yes,49
S00379,18,Female,Public,Merit-based,No,Yes,Other,23,79.98,98,92,82,Yes,10
S00380,17,Male,Specialized,None,No,No,Bike,2,55.91,48,78,15,No,72
S00381,24,Male,Public,Need-based,No,Yes,Walk,21,87.26,90,94,5,Yes,98
S00382,22,Male,Public,None,Yes,No,Bus,7,96.08,61,4,14,Yes,35
S00383,20,Female,Public,None,No,Yes,Other,28,69.3,47,48,72,Yes,28
S00384,21,Male,Specialized,Merit-based,Yes,Yes,Bus,6,76.41,2,91,28,No,39
S00385,21,Female,Private,Athletic,No,No,Bus,5,74.43,46,54,63,No,16
S00386,24,Male,Specialized,Athletic,No,No,Walk,5,89.27,59,45,65,Yes,36
S00387,19,Female,Specialized,None,No,No,Car,11,99.71,24,14,96,No,48
S00388,23,Male,Public,None,No,No,Walk,21,86.78,6,71,86,No,71
S00389,17,Female,Public,Merit-based,Yes,No,Walk,25,60.73,76,99,12,Yes,52
S00390,17,Male,Private,None,No,No,Other,24,84.8,38,95,83,No,68
S00391,19,Male,Private,Merit-based,No,Yes,Walk,18,80.79,42,38,70,Yes,22
S00392,19,Male,Private,Need-based,No,No,Other,35,60.51,45,21,56,No,53
S00393,24,Female,Private,None,Yes,Yes,Bike,34,62.05,88,61,80,Yes,9
S00394,24,Male,Specialized,Need-based,Yes,Yes,Other,12,82.64,42,68,50,Yes,46
S00395,19,Male,Private,None,No,Yes,Walk,24,90.39,28,73,84,Yes,78
S00396,20,Male,Specialized,None,No,No,Bike,31,88.12,82,30,27,Yes,79
S00397,24,Male,Public,Need-based,No,Yes,Bike,29,80.32,85,36,93,Yes,26
S00398,22,Female,Private,Need-based,No,Yes,Car,20,96.88,65,22,22,Yes,31
S00399,24,Male,Public,Merit-based,Yes,Yes,Walk,39,86.55,85,95,84,Yes,55
S00400,17,Female,Public,Merit-based,Yes,No,Bus,7,77.1,98,87,0,No,50
S00401,24,Female,Specialized,Need-based,Yes,Yes,Walk,6,90.81,97,3,80,No,45
S00402,20,Female,Private,None,No,No,Bus,2,64.52,68,42,95,No,34
S00403,19,Female,Specialized,Merit-based,No,Yes,Car,36,63.17,26,37,87,Yes,87
S00404,17,Male,Public,None,No,No,Walk,2,98.57,81,14,70,No,30
S00405,24,Female,Private,Athletic,No,No,Car,17,97.49,2,10,34,No,34
S00406,20,Female,Public,Merit-based,Yes,Yes,Bus,8,94.03,55,24,35,Yes,79
S00407,22,Female,Public,Merit-based,Yes,Yes,Other,23,60.72,63,25,13,No,61
S00408,24,Female,Private,Merit-based,Yes,No,Walk,6,79.38,20,38,55,No,35
S00409,20,Male,Private,Athletic,No,No,Bike,32,76.75,23,55,61,Yes,75
S00410,22,Male,Private,Need-based,No,No,Bike,24,60.16,89,50,11,No,59
S00411,19,Female,Specialized,None,No,Yes,Car,33,72.39,19,99,86,No,79
S00412,24,Female,Specialized,Athletic,No,Yes,Other,37,73.26,51,32,13,Yes,48
S00413,22,Female,Public,Need-based,No,Yes,Bike,20,62.03,12,19,61,No,68
S00414,17,Male,Private,Merit-based,Yes,Yes,Bike,37,97.74,69,51,88,Yes,68
S00415,19,Male,Public,Need-based,No,Yes,Walk,39,74.64,89,33,21,No,19
S00416,17,Male,Public,Need-based,No,No,Bike,17,76.24,42,44,28,Yes,47
S00417,21,Male,Public,Need-based,Yes,No,Bus,38,79.93,93,75,71,Yes,37
S00418,18,Male,Public,None,Yes,No,Car,32,94.35,77,99,74,Yes,99
S00419,24,Female,Public,Need-based,No,No,Bike,27,76.67,36,3,93,Yes,54
S00420,22,Male,Private,Need-based,Yes,No,Walk,24,77.05,29,12,58,No,95
S00421,18,Male,Specialized,Need-based,No,No,Bus,13,62.01,14,58,85,No,10
S00422,18,Female,Private,Need-based,No,Yes,Bike,19,80.14,82,66,14,Yes,74
S00423,22,Male,Private,Athletic,Yes,No,Car,38,69.06,74,52,20,Yes,48
S00424,19,Male,Private,Athletic,No,Yes,Car,19,82.34,83,16,88,No,91
S00425,24,Male,Specialized,Need-based,No,Yes,Car,6,65.04,24,70,76,No,11
S00426,21,Female,Specialized,Need-based,No,Yes,Bike,3,85.79,37,44,70,No,45
S00427,17,Male,Specialized,Need-based,Yes,Yes,Bus,30,80.95,42,46,81,No,30
S00428,20,Female,Private,Merit-based,Yes,No,Other,29,73.72,29,77,11,No,39
S00429,17,Female,Specialized,Need-based,Yes,No,Car,36,54.83,39,95,60,No,93
S00430,20,Male,Public,Need-based,Yes,Yes,Bus,20,81.35,58,25,46,Yes,83
S00431,17,Male,Specialized,Athletic,No,Yes,Walk,0,92.96,22,30,25,No,26
S00432,22,Male,Private,Athletic,Yes,No,Walk,2,58.55,43,30,68,No,24
S00433,21,Male,Private,Athletic,No,No,Bus,12,54.24,80,79,71,Yes,49
S00434,24,Female,Public,None,Yes,No,Walk,6,51.98,0,59,35,No,97
S00435,20,Male,Specialized,Merit-based,Yes,Yes,Walk,5,51.59,77,0,54,Yes,34
S00436,24,Female,Specialized,Need-based,No,No,Car,5,92.1,81,45,68,Yes,42
S00437,24,Female,Public,Athletic,Yes,No,Bike,33,86.38,40,33,85,No,51
S00438,24,Female,Private,None,Yes,Yes,Bike,31,60.11,61,89,86,No,4
S00439,23,Female,Private,Need-based,No,Yes,Bike,15,95.86,59,53,71,Yes,38
S00440,19,Female,Specialized,Need-based,Yes,No,Bike,37,56.77,79,58,18,Yes,62
S00441,17,Male,Specialized,Athletic,No,Yes,Bus,7,68.71,9,93,33,Yes,71
S00442,24,Female,Specialized,Need-based,Yes,Yes,Car,20,72.61,72,40,69,No,18
S00443,17,Female,Specialized,Need-based,No,Yes,Bus,10,53.79,77,50,62,Yes,17
S00444,24,Male,Specialized,Need-based,Yes,Yes,Walk,22,67.37,65,4,49,Yes,79
S00445,20,Male,Private,Athletic,No,Yes,Car,5,55.09,56,87,16,No,82
S00446,19,Female,Private,None,Yes,No,Other,14,89.49,41,9,80,No,78
S00447,19,Female,Private,Need-based,No,No,Bike,10,52.34,53,37,78,No,92
S00448,22,Male,Private,None,Yes,No,Walk,26,50.86,84,34,38,No,78
S00449,23,Female,Public,Need-based,Yes,No,Bike,14,86.62,41,65,30,Yes,28
S00450,22,Male,Private,Athletic,Yes,No,Bike,37,89.04,65,92,21,No,16
S00451,22,Male,Public,None,No,Yes,Bike,3,74.78,69,18,57,No,14
S00452,22,Female,Private,Athletic,No,No,Other,13,65.89,10,37,24,No,39
S00453,22,Male,Specialized,Merit-based,Yes,No,Walk,9,61.82,66,52,18,Yes,74
S00454,22,Female,Specialized,Need-based,Yes,Yes,Bike,28,55.85,10,49,53,No,2
S00455,21,Female,Specialized,Merit-based,Yes,No,Bike,11,74.21,3,77,70,No,76
S00456,19,Female,Public,Merit-based,Yes,No,Car,39,74.55,78,91,1,Yes,37
S00457,22,Male,Private,Merit-based,Yes,No,Bike,19,72.8,89,33,78,Yes,8
S00458,24,Female,Private,Need-based,Yes,No,Car,36,88.91,99,3,21,Yes,83
S00459,19,Male,Public,Athletic,Yes,Yes,Walk,1,54.99,78,60,37,Yes,47
S00460,19,Female,Public,Merit-based,Yes,Yes,Walk,19,83.5,48,88,6,Yes,89
S00461,18,Female,Public,None,Yes,Yes,Walk,11,70.08,21,69,86,Yes,56
S00462,21,Male,Public,Need-based,Yes,Yes,Car,37,62.05,36,91,65,No,75
S00463,22,Female,Public,Athletic,No,No,Other,29,84.08,9,8,32,Yes,48
S00464,17,Female,Specialized,Athletic,No,No,Other,17,59.88,19,51,81,Yes,94
S00465,20,Male,Private,Merit-based,Yes,No,Bike,9,61.55,95,81,6,Yes,1
S00466,23,Male,Public,Need-based,Yes,No,Walk,6,99.93,72,30,58,No,32
S00467,24,Male,Specialized,Merit-based,Yes,No,Bus,4,94.43,49,85,87,Yes,15
S00468,17,Female,Public,None,No,No,Bike,28,84.86,30,67,10,No,4
S00469,21,Male,Specialized,Athletic,No,No,Other,34,65.79,43,32,11,Yes,52
S00470,20,Male,Public,Athletic,Yes,Yes,Other,38,76.84,30,99,17,Yes,80
S00471,21,Female,Private,Need-based,Yes,Yes,Walk,11,56.33,91,58,0,Yes,62
S00472,24,Male,Public,Athletic,Yes,Yes,Car,9,66.7,74,34,60,Yes,55
S00473,19,Female,Public,Need-based,No,Yes,Bike,36,53.4,99,12,0,Yes,31
S00474,20,Female,Private,Merit-based,No,Yes,Car,1,80.52,40,78,26,Yes,14
S00475,19,Male,Private,None,No,Yes,Other,2,92.87,3,60,72,Yes,60
S00476,24,Female,Public,Need-based,No,Yes,Walk,13,90.48,13,96,64,No,11
S00477,17,Male,Private,Merit-based,Yes,No,Other,19,92.8,45,91,91,Yes,16
S00478,24,Male,Private,None,Yes,No,Walk,3,58.73,53,47,75,Yes,9
S00479,17,Male,Specialized,Athletic,Yes,No,Bus,25,82.5,92,97,63,No,89
S00480,20,Male,Private,None,Yes,No,Car,14,97.84,91,37,48,Yes,43
S00481,20,Female,Private,None,Yes,Yes,Bike,8,89.16,88,64,79,Yes,91
S00482,22,Female,Public,None,No,Yes,Walk,2,50.17,86,53,70,Yes,27
S00483,21,Male,Public,Athletic,Yes,Yes,Bus,1,94.12,32,30,34,Yes,86
S00484,22,Male,Specialized,Need-based,Yes,Yes,Bus,38,85.29,29,48,56,No,19
S00485,21,Female,Public,Need-based,No,No,Car,29,56.1,8,80,40,Yes,80
S00486,22,Male,Private,None,Yes,No,Walk,36,65.69,37,21,22,No,51
S00487,19,Female,Private,Merit-based,Yes,No,Bike,16,55.88,88,95,34,No,7
S00488,20,Male,Private,Merit-based,Yes,No,Bike,2,86.49,81,28,79,Yes,78
S00489,17,Female,Public,None,No,Yes,Bike,8,50.18,42,64,47,Yes,86
S00490,21,Female,Private,None,Yes,Yes,Other,7,73.23,6,47,41,No,77
S00491,24,Female,Private,Merit-based,No,No,Other,8,99.99,87,91,71,No,26
S00492,21,Male,Specialized,None,No,No,Walk,16,92.56,39,65,79,Yes,76
S00493,17,Male,Specialized,None,No,No,Bike,23,79.36,84,24,5,No,38
S00494,22,Male,Specialized,Need-based,No,No,Bus,7,84.7,61,20,99,Yes,88
S00495,21,Male,Public,Need-based,Yes,No,Bike,13,80.18,54,25,94,Yes,89
S00496,23,Male,Private,None,No,No,Walk,15,90.54,34,0,91,No,62
S00497,19,Female,Private,None,Yes,Yes,Bike,17,94.3,42,31,34,Yes,74
S00498,20,Female,Private,Athletic,No,Yes,Car,23,88.33,10,72,16,Yes,37
S00499,17,Female,Specialized,Need-based,Yes,No,Bike,38,59.1,1,45,46,No,72
S00500,20,Female,Private,None,Yes,Yes,Bus,26,68.63,78,4,29,Yes,96
S00501,23,Female,Private,Athletic,Yes,Yes,Walk,27,89.22,78,39,8,No,50
S00502,21,Female,Private,Athletic,Yes,Yes,Walk,6,91.16,4,16,22,Yes,79
S00503,21,Female,Private,Athletic,Yes,No,Bus,33,81.44,39,52,44,Yes,83
S00504,24,Male,Private,Athletic,Yes,Yes,Walk,26,85.71,79,92,64,No,6
S00505,23,Female,Public,Need-based,Yes,Yes,Bike,33,58.72,45,82,11,No,32
S00506,17,Male,Private,Athletic,Yes,Yes,Walk,38,68.63,20,28,80,No,76
S00507,24,Female,Public,Need-based,Yes,Yes,Bike,18,76.73,8,75,45,No,46
S00508,19,Female,Private,Athletic,Yes,Yes,Walk,5,99.19,70,7,32,No,34
S00509,24,Male,Public,Athletic,No,Yes,Bike,29,89.96,26,42,21,No,67
S00510,18,Female,Private,Merit-based,Yes,Yes,Bike,27,59.63,16,94,9,No,62
S00511,17,Male,Private,Need-based,Yes,No,Bus,11,67.62,65,14,89,Yes,94
S00512,18,Female,Private,Merit-based,Yes,Yes,Bus,14,60.84,25,33,13,Yes,93
S00513,23,Male,Private,Merit-based,No,Yes,Other,38,57.61,71,89,88,No,2
S00514,22,Female,Specialized,Athletic,No,Yes,Bus,38,56.0,44,34,10,No,40
S00515,18,Male,Private,Need-based,Yes,No,Bike,14,98.29,54,92,18,No,90
S00516,19,Male,Public,None,Yes,Yes,Bike,35,95.33,39,32,50,Yes,31
S00517,24,Female,Specialized,Athletic,No,No,Walk,2,74.16,15,96,27,Yes,46
S00518,22,Female,Specialized,Need-based,Yes,Yes,Walk,0,77.43,83,99,26,Yes,37
S00519,24,Male,Private,Merit-based,Yes,No,Other,6,91.93,95,20,10,No,5
S00520,18,Female,Public,Need-based,No,No,Bike,8,82.44,31,93,21,Yes,61
S00521,24,Male,Public,Athletic,No,No,Other,0,86.63,34,18,24,No,7
S00522,23,Female,Specialized,Need-based,Yes,Yes,Bike,4,89.56,63,95,93,Yes,53
S00523,22,Male,Public,Merit-based,Yes,No,Bus,35,74.15,63,0,18,No,87
S00524,23,Female,Private,Need-based,Yes,Yes,Walk,9,98.74,14,50,63,No,78
S00525,18,Male,Private,Need-based,No,Yes,Other,1,81.42,41,32,38,No,24
S00526,23,Female,Private,Merit-based,Yes,Yes,Car,22,81.67,49,25,6,Yes,26
S00527,19,Male,Private,Athletic,Yes,No,Bike,38,57.05,31,41,5,No,12
S00528,18,Male,Private,None,No,Yes,Bus,28,99.39,29,53,8,Yes,83
S00529,18,Female,Specialized,Merit-based,Yes,No,Car,18,53.54,82,44,17,Yes,4
S00530,18,Female,Private,Merit-based,Yes,Yes,Bus,37,99.28,23,26,30,Yes,70
S00531,17,Male,Private,Athletic,Yes,Yes,Bus,19,95.53,65,50,69,Yes,57
S00532,24,Male,Specialized,Athletic,Yes,Yes,Bike,11,92.82,20,27,61,No,68
S00533,17,Male,Specialized,Need-based,No,Yes,Bus,10,83.68,41,83,60,No,27
S00534,17,Male,Specialized,Merit-based,No,Yes,Other,34,80.44,79,7,45,No,36
S00535,19,Female,Public,Need-based,No,Yes,Car,6,99.83,99,89,85,Yes,92
S00536,22,Male,Public,Need-based,Yes,Yes,Bus,22,98.7,57,30,8,No,36
S00537,24,Male,Private,Athletic,Yes,No,Bus,16,90.59,1,4,94,Yes,6
S00538,23,Male,Private,Athletic,Yes,Yes,Walk,1,54.34,15,10,21,No,45
S00539,21,Female,Private,Need-based,Yes,Yes,Walk,4,68.61,92,84,52,Yes,89
S00540,18,Male,Public,Merit-based,No,No,Other,20,93.3,6,71,20,Yes,57
S00541,23,Female,Private,Merit-based,Yes,No,Walk,12,85.13,54,25,34,No,82
S00542,18,Female,Private,Need-based,Yes,No,Bus,10,56.1,14,59,28,Yes,73
S00543,19,Female,Public,None,Yes,Yes,Bus,23,67.41,22,45,84,No,55
S00544,18,Female,Specialized,None,No,No,Car,32,50.97,68,11,52,No,83
S00545,17,Female,Public,Athletic,Yes,Yes,Walk,26,94.64,0,12,61,No,94
S00546,24,Female,Private,Merit-based,Yes,No,Bike,34,87.35,68,73,57,Yes,99
S00547,21,Female,Public,Need-based,Yes,Yes,Walk,17,71.79,12,92,60,No,5
S00548,20,Male,Specialized,Need-based,Yes,No,Bus,20,88.02,25,7,34,No,78
S00549,18,Male,Specialized,Merit-based,Yes,Yes,Car,3,96.67,51,41,86,Yes,87
S00550,23,Female,Specialized,Athletic,No,Yes,Walk,31,63.99,12,64,39,No,29
S00551,17,Male,Specialized,Athletic,Yes,Yes,Car,10,64.29,95,8,86,Yes,8
S00552,20,Male,Specialized,None,Yes,No,Walk,2,74.13,54,3,81,Yes,64
S00553,21,Female,Specialized,Merit-based,Yes,No,Other,20,85.34,28,96,58,Yes,49
S00554,20,Male,Private,Merit-based,Yes,No,Bus,13,99.65,17,54,86,Yes,14
S00555,17,Female,Private,Need-based,Yes,No,Bus,5,58.15,1,84,0,Yes,57
S00556,24,Male,Public,Merit-based,No,No,Bike,28,67.11,26,70,43,Yes,5
S00557,24,Female,Private,None,Yes,Yes,Bus,30,68.17,49,54,57,No,78
S00558,22,Female,Specialized,Merit-based,No,No,Bike,27,86.29,41,95,83,No,70
S00559,24,Male,Private,Need-based,No,Yes,Bus,35,94.33,66,56,53,Yes,45
S00560,22,Male,Public,None,Yes,Yes,Walk,27,59.19,93,56,79,Yes,90
S00561,20,Female,Specialized,Need-based,Yes,Yes,Walk,18,85.68,9,38,8,Yes,9
S00562,19,Female,Private,Merit-based,No,Yes,Other,2,95.48,8,27,24,Yes,95
S00563,23,Female,Private,Athletic,Yes,No,Walk,11,56.06,2,25,37,No,84
S00564,23,Male,Public,Merit-based,No,No,Car,35,81.75,85,97,24,No,43
S00565,20,Male,Specialized,Merit-based,No,No,Walk,23,60.12,37,72,6,No,36
S00566,18,Male,Public,Need-based,Yes,No,Bike,11,72.06,74,69,45,Yes,53
S00567,18,Male,Specialized,Athletic,Yes,No,Other,23,56.34,69,21,79,No,99
S00568,24,Female,Specialized,Merit-based,No,No,Car,0,84.18,68,72,34,No,77
S00569,23,Female,Private,None,Yes,Yes,Car,27,70.07,29,44,94,No,38
S00570,23,Female,Public,None,No,No,Bus,15,78.36,13,14,60,No,59
S00571,22,Female,Public,Need-based,No,Yes,Bike,20,76.18,1,64,0,No,40
S00572,19,Male,Public,Need-based,Yes,Yes,Walk,29,84.7,96,95,19,Yes,47
S00573,17,Female,Specialized,Athletic,No,Yes,Walk,33,94.78,7,17,57,No,77
S00574,18,Female,Public,Need-based,No,Yes,Bus,25,63.99,73,10,90,No,1
S00575,23,Male,Specialized,Athletic,No,No,Walk,34,79.76,84,98,64,Yes,23
S00576,22,Male,Public,Merit-based,No,No,Car,30,78.69,82,96,36,Yes,9
S00577,21,Female,Public,None,No,Yes,Walk,15,65.76,98,3,23,No,41
S00578,22,Male,Private,None,No,No,Walk,28,74.98,17,33,4,Yes,5
S00579,18,Female,Public,None,Yes,Yes,Car,28,52.02,70,47,10,No,2
S00580,18,Male,Private,Need-based,No,Yes,Bike,8,71.35,12,82,34,No,61
S00581,22,Male,Private,Need-based,No,Yes,Bike,13,63.53,45,47,28,No,33
S00582,17,Female,Specialized,Merit-based,Yes,Yes,Car,7,93.2,53,75,22,Yes,89
S00583,20,Male,Public,Need-based,Yes,No,Car,1,67.89,11,39,73,Yes,73
S00584,18,Female,Public,Athletic,Yes,Yes,Other,10,59.61,39,58,93,Yes,37
S00585,22,Male,Public,None,No,No,Other,1,76.48,87,99,94,Yes,53
S00586,23,Male,Private,Merit-based,Yes,Yes,Walk,17,90.55,81,47,23,No,84
S00587,22,Male,Public,Athletic,No,No,Walk,4,67.7,37,40,77,Yes,24
S00588,19,Male,Specialized,Athletic,No,No,Other,6,92.34,11,21,74,Yes,65
S00589,20,Male,Specialized,Need-based,No,No,Walk,22,66.31,66,63,64,No,35
S00590,21,Female,Public,Need-based,No,Yes,Bike,18,86.78,24,75,43,No,64
S00591,17,Male,Private,None,Yes,Yes,Bike,18,55.76,34,48,25,No,43
S00592,24,Female,Specialized,Merit-based,No,No,Bus,18,53.11,15,54,55,Yes,35
S00593,21,Male,Specialized,Athletic,No,No,Other,39,86.88,44,91,19,Yes,43
S00594,20,Female,Private,Need-based,No,Yes,Bike,27,68.42,12,14,65,No,87
S00595,20,Male,Specialized,Need-based,No,No,Bus,10,69.65,23,3,32,Yes,73
S00596,20,Female,Private,Merit-based,No,No,Car,10,78.71,75,7,46,No,34
S00597,21,Female,Specialized,Merit-based,No,No,Bike,8,99.34,1,94,44,Yes,59
S00598,23,Male,Private,Need-based,Yes,Yes,Bus,13,58.58,89,59,44,No,85
S00599,20,Male,Specialized,Need-based,Yes,Yes,Walk,33,64.99,9,89,80,Yes,46
S00600,22,Male,Public,None,No,Yes,Bus,28,82.44,18,2,69,No,97
S00601,21,Female,Specialized,Merit-based,No,Yes,Bike,20,85.05,85,6,11,No,95
S00602,24,Female,Specialized,Athletic,No,Yes,Walk,4,85.31,23,78,78,No,15
S00603,20,Male,Public,Need-based,No,Yes,Walk,32,79.77,89,83,55,No,93
S00604,22,Male,Public,Need-based,No,No,Bus,8,79.41,60,16,66,Yes,35
S00605,23,Female,Public,Need-based,Yes,No,Bus,2,57.41,4,95,21,No,58
S00606,19,Female,Public,Need-based,No,No,Bike,13,91.73,79,9,37,Yes,60
S00607,23,Male,Private,None,Yes,No,Walk,17,50.44,33,79,84,Yes,94
S00608,24,Female,Private,Merit-based,Yes,No,Other,11,70.88,91,25,98,No,93
S00609,20,Male,Specialized,Need-based,Yes,No,Bus,22,60.77,63,21,42,Yes,68
S00610,24,Male,Specialized,Merit-based,Yes,Yes,Other,13,55.22,11,14,90,Yes,87
S00611,21,Male,Specialized,Athletic,Yes,No,Other,15,65.97,58,57,5,No,45
S00612,18,Female,Private,Athletic,No,No,Walk,36,82.86,20,59,10,Yes,99
S00613,20,Female,Specialized,Athletic,No,Yes,Bike,19,74.85,95,75,16,Yes,90
S00614,18,Female,Specialized,Athletic,No,Yes,Other,19,93.68,88,38,99,Yes,13
S00615,22,Female,Private,Merit-based,No,No,Bike,14,79.98,77,2,94,Yes,76
S00616,19,Male,Specialized,Athletic,Yes,No,Bus,24,62.66,46,59,12,No,19
S00617,17,Female,Private,Athletic,Yes,No,Walk,16,75.76,52,52,47,No,27
S00618,24,Male,Private,Need-based,No,Yes,Car,11,61.37,98,23,92,Yes,5
S00619,23,Male,Public,Need-based,Yes,Yes,Walk,38,58.93,72,54,37,Yes,72
S00620,19,Male,Public,Need-based,No,Yes,Car,6,97.75,93,1,83,Yes,21
S00621,20,Female,Private,None,Yes,Yes,Bus,7,73.4,92,67,37,Yes,86
S00622,18,Male,Private,Need-based,Yes,No,Bike,23,82.56,38,22,48,No,7
S00623,23,Male,Public,Athletic,Yes,No,Bus,24,93.67,30,58,98,Yes,0
S00624,18,Female,Specialized,Merit-based,Yes,No,Walk,20,66.11,77,56,64,No,70
S00625,21,Male,Specialized,Athletic,No,Yes,Car,32,89.45,80,86,49,Yes,60
S00626,18,Female,Specialized,Merit-based,Yes,Yes,Car,9,89.44,88,71,12,No,60
S00627,21,Female,Private,Athletic,No,No,Walk,21,91.2,45,41,90,Yes,75
S00628,22,Female,Public,None,No,No,Walk,18,59.47,56,11,2,No,38
S00629,23,Male,Specialized,Need-based,Yes,No,Bus,28,98.14,36,72,83,No,80
